Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method,Brand
Foot Locker,2021-08-07,Northeast,Rhode Island,Women's Athletic Footwear,29,47,1363,Outlet,Adidas
Foot Locker,2021-11-22,Southeast,Kentucky,Women's Athletic Footwear,52,52,2704,Online,Adidas
Sports Direct,2021-01-07,Northeast,New Jersey,Women's Athletic Footwear,33,42,1386,Online,Adidas
Sports Direct,2021-01-17,Northeast,Rhode Island,Men's Apparel,39,47,1833,Outlet,Adidas
Sports Direct,2021-10-05,Northeast,Connecticut,Men's Apparel,64,42,2688,Online,Adidas
West Gear,2021-10-21,South,Oklahoma,Women's Athletic Footwear,18,52,936,Online,Adidas
Amazon,2021-11-22,Southeast,Kentucky,Men's Athletic Footwear,39,72,2808,Online,Adidas
Sports Direct,2021-09-13,Northeast,Massachusetts,Women's Street Footwear,30,47,1410,Outlet,Adidas
Foot Locker,2021-08-03,Midwest,Illinois,Men's Apparel,56,41,2296,Online,Adidas
Walmart,2021-10-21,South,Arkansas,Women's Athletic Footwear,19,72,1368,Online,Adidas
Foot Locker,2021-10-30,Northeast,Pennsylvania,Women's Street Footwear,34,46,1564,Online,Adidas
Foot Locker,2021-07-11,Midwest,South Dakota,Men's Apparel,49,52,2548,Online,Adidas
Foot Locker,2021-12-07,Northeast,Pennsylvania,Men's Apparel,61,46,2806,Online,Adidas
West Gear,2021-05-19,South,Oklahoma,Women's Street Footwear,34,72,2448,Online,Adidas
Sports Direct,2021-08-09,Midwest,North Dakota,Women's Athletic Footwear,38,52,1976,Online,Adidas
West Gear,2020-06-11,West,Washington,Men's Apparel,69,46,3174,Online,Adidas
Foot Locker,2020-12-06,Midwest,Minnesota,Women's Street Footwear,24,41,984,Online,Adidas
West Gear,2021-11-06,Midwest,Iowa,Women's Athletic Footwear,34,52,1768,Online,Adidas
Foot Locker,2021-06-22,Midwest,Nebraska,Women's Street Footwear,27,46,1242,Online,Adidas
Foot Locker,2021-06-19,Midwest,Nebraska,Women's Apparel,51,41,2091,Online,Adidas
West Gear,2021-06-03,Midwest,Wisconsin,Women's Street Footwear,24,52,1248,Online,Adidas
Foot Locker,2021-07-15,Midwest,Nebraska,Men's Athletic Footwear,29,41,1189,Online,Adidas
West Gear,2021-09-04,Midwest,Wisconsin,Women's Apparel,38,52,1976,Online,Adidas
Foot Locker,2021-07-21,Midwest,Nebraska,Men's Athletic Footwear,29,41,1189,Online,Adidas
Foot Locker,2021-11-13,Midwest,Kansas,Men's Athletic Footwear,14,72,1008,Online,Adidas
West Gear,2021-02-10,Midwest,Wisconsin,Men's Athletic Footwear,34,52,1768,Online,Adidas
Amazon,2021-12-25,Northeast,Maine,Men's Apparel,54,41,2214,Online,Adidas
Foot Locker,2021-01-12,Midwest,Kansas,Women's Apparel,37,72,2664,Online,Adidas
West Gear,2021-04-10,Midwest,Indiana,Women's Street Footwear,14,52,728,Online,Adidas
Amazon,2021-11-18,Northeast,Maine,Men's Apparel,60,41,2460,Online,Adidas
Sports Direct,2021-01-09,Midwest,South Dakota,Women's Apparel,33,72,2376,Online,Adidas
West Gear,2021-04-21,Northeast,Maryland,Women's Apparel,32,52,1664,Online,Adidas
Amazon,2021-04-21,West,Alaska,Men's Apparel,56,41,2296,Online,Adidas
Sports Direct,2021-09-10,Midwest,North Dakota,Men's Athletic Footwear,34,72,2448,Online,Adidas
Foot Locker,2021-10-22,Northeast,Maryland,Women's Apparel,60,52,3120,Online,Adidas
Foot Locker,2021-06-29,Midwest,Nebraska,Women's Athletic Footwear,33,46,1518,Online,Adidas
Foot Locker,2021-10-15,Northeast,Delaware,Women's Street Footwear,50,52,2600,Online,Adidas
Amazon,2021-10-25,Northeast,Maine,Men's Athletic Footwear,39,46,1794,Online,Adidas
Kohl's,2021-08-07,Northeast,New Jersey,Women's Athletic Footwear,36,52,1872,Online,Adidas
Amazon,2021-11-18,Northeast,Maine,Women's Athletic Footwear,54,46,2484,Online,Adidas
Sports Direct,2021-08-04,Northeast,Connecticut,Men's Apparel,51,52,2652,Online,Adidas
Amazon,2021-02-22,West,Alaska,Women's Athletic Footwear,49,46,2254,Online,Adidas
Amazon,2021-09-10,Northeast,Vermont,Women's Athletic Footwear,45,52,2340,Online,Adidas
Foot Locker,2021-06-07,Midwest,Illinois,Men's Athletic Footwear,43,51,2193,Online,Adidas
Foot Locker,2021-07-04,Midwest,Illinois,Men's Apparel,46,51,2346,Online,Adidas
Amazon,2021-10-22,Southeast,Kentucky,Men's Apparel,53,41,2173,Online,Adidas
Foot Locker,2021-11-05,Northeast,Pennsylvania,Women's Street Footwear,36,51,1836,Online,Adidas
Foot Locker,2020-11-15,Midwest,Minnesota,Women's Apparel,58,51,2958,Online,Adidas
Kohl's,2021-03-12,Midwest,Kansas,Men's Apparel,32,41,1312,Online,Adidas
Amazon,2021-10-22,West,Alaska,Women's Street Footwear,59,46,2714,Online,Adidas
Sports Direct,2021-04-09,Midwest,North Dakota,Women's Street Footwear,19,41,779,Online,Adidas
West Gear,2021-04-03,Midwest,Wisconsin,Women's Street Footwear,9,41,369,Online,Adidas
Foot Locker,2021-01-10,West,Alaska,Men's Apparel,46,46,2116,Online,Adidas
Sports Direct,2021-03-12,Southeast,Georgia,Men's Apparel,51,39,1989,Online,Adidas
West Gear,2021-09-11,Midwest,Indiana,Women's Athletic Footwear,24,41,984,Online,Adidas
Foot Locker,2021-05-11,West,Hawaii,Men's Apparel,55,46,2530,Online,Adidas
Foot Locker,2021-09-13,Midwest,South Dakota,Women's Athletic Footwear,34,39,1326,Online,Adidas
Foot Locker,2021-11-21,Northeast,Maryland,Women's Athletic Footwear,48,41,1968,Online,Adidas
Foot Locker,2020-11-25,Midwest,Minnesota,Women's Athletic Footwear,38,51,1938,Online,Adidas
Kohl's,2021-09-06,Northeast,New Jersey,Men's Apparel,47,41,1927,Online,Adidas
Amazon,2021-11-14,Northeast,Maine,Women's Athletic Footwear,41,51,2091,Online,Adidas
Sports Direct,2021-10-09,Midwest,North Dakota,Women's Street Footwear,39,39,1521,Online,Adidas
Kohl's,2021-10-14,Midwest,Kansas,Men's Apparel,29,46,1334,Online,Adidas
Sports Direct,2021-01-17,Northeast,Rhode Island,Men's Apparel,48,41,1968,Online,Adidas
Amazon,2021-12-24,Northeast,Maine,Women's Athletic Footwear,41,51,2091,Online,Adidas
Foot Locker,2021-03-05,Midwest,Iowa,Men's Apparel,28,39,1092,Online,Adidas
Foot Locker,2021-02-12,Midwest,South Dakota,Men's Apparel,48,46,2208,Online,Adidas
West Gear,2021-02-17,South,Louisiana,Men's Apparel,48,51,2448,Online,Adidas
Sports Direct,2021-02-15,Northeast,Rhode Island,Men's Athletic Footwear,38,41,1558,Online,Adidas
Foot Locker,2021-10-06,Midwest,Iowa,Women's Street Footwear,34,39,1326,Online,Adidas
Foot Locker,2021-05-13,Midwest,South Dakota,Women's Street Footwear,43,46,1978,Online,Adidas
Sports Direct,2021-02-13,Southeast,Georgia,Men's Apparel,41,51,2091,Online,Adidas
Sports Direct,2021-02-15,Northeast,Massachusetts,Men's Apparel,48,41,1968,Online,Adidas
West Gear,2021-02-03,Midwest,Iowa,Men's Athletic Footwear,29,39,1131,Online,Adidas
Foot Locker,2021-08-12,Midwest,South Dakota,Men's Apparel,47,46,2162,Online,Adidas
Foot Locker,2021-06-12,Midwest,South Dakota,Men's Apparel,41,51,2091,Online,Adidas
Sports Direct,2021-04-14,Northeast,Massachusetts,Women's Street Footwear,29,41,1189,Online,Adidas
West Gear,2021-06-03,Midwest,Wisconsin,Men's Apparel,34,46,1564,Online,Adidas
West Gear,2021-04-03,Midwest,Wisconsin,Men's Athletic Footwear,20,39,780,Online,Adidas
Sports Direct,2021-02-09,Midwest,South Dakota,Men's Athletic Footwear,34,51,1734,Online,Adidas
Foot Locker,2021-06-03,West,California,Women's Athletic Footwear,27,41,1107,Outlet,Adidas
West Gear,2021-08-03,Midwest,Wisconsin,Men's Apparel,48,46,2208,Online,Adidas
Sports Direct,2021-02-09,Midwest,North Dakota,Men's Apparel,42,51,2142,Online,Adidas
West Gear,2021-03-20,Northeast,Maryland,Men's Athletic Footwear,34,39,1326,Online,Adidas
West Gear,2021-06-10,Midwest,Indiana,Women's Athletic Footwear,29,46,1334,Online,Adidas
Foot Locker,2021-10-26,Northeast,Pennsylvania,Men's Apparel,42,41,1722,Outlet,Adidas
Sports Direct,2021-05-10,Midwest,North Dakota,Women's Street Footwear,37,51,1887,Online,Adidas
Sports Direct,2021-03-03,Northeast,Connecticut,Men's Apparel,48,39,1872,Online,Adidas
West Gear,2021-02-22,Northeast,West Virginia,Women's Street Footwear,24,46,1104,Online,Adidas
Foot Locker,2021-12-13,Northeast,Pennsylvania,Men's Apparel,36,41,1476,Outlet,Adidas
Sports Direct,2021-06-09,Midwest,North Dakota,Women's Athletic Footwear,29,51,1479,Online,Adidas
Foot Locker,2021-08-07,Northeast,Rhode Island,Women's Athletic Footwear,37,39,1443,Online,Adidas
Sports Direct,2021-09-10,Midwest,North Dakota,Women's Street Footwear,27,51,1377,Online,Adidas
Sports Direct,2021-04-04,Northeast,Connecticut,Women's Athletic Footwear,26,41,1066,Outlet,Adidas
Foot Locker,2021-02-08,Northeast,Connecticut,Men's Athletic Footwear,24,41,984,Outlet,Adidas
Sports Direct,2021-09-13,Northeast,Massachusetts,Women's Street Footwear,41,39,1599,Online,Adidas
Sports Direct,2021-09-13,Northeast,Massachusetts,Men's Apparel,39,41,1599,Outlet,Adidas
Foot Locker,2021-01-24,Northeast,New Hampshire,Women's Athletic Footwear,49,39,1911,Online,Adidas
Foot Locker,2021-11-01,Northeast,Pennsylvania,Men's Apparel,39,40,1560,Outlet,Adidas
Foot Locker,2021-11-19,Northeast,Pennsylvania,Men's Apparel,51,39,1989,Outlet,Adidas
Foot Locker,2021-04-24,Southeast,Virginia,Men's Apparel,40,40,1600,Outlet,Adidas
Foot Locker,2021-02-24,Southeast,Virginia,Men's Apparel,29,39,1131,Outlet,Adidas
Sports Direct,2021-04-04,Northeast,Connecticut,Men's Apparel,37,40,1480,Outlet,Adidas
West Gear,2021-04-24,West,Oregon,Men's Apparel,36,39,1404,Outlet,Adidas
Foot Locker,2021-02-08,Northeast,Rhode Island,Men's Apparel,34,40,1360,Outlet,Adidas
Foot Locker,2021-08-06,Midwest,Iowa,Men's Apparel,48,51,2448,Online,Adidas
Foot Locker,2021-03-22,West,Arizona,Men's Apparel,41,39,1599,Outlet,Adidas
Foot Locker,2021-04-07,Northeast,Rhode Island,Men's Athletic Footwear,23,40,920,Outlet,Adidas
West Gear,2021-07-02,Midwest,Wisconsin,Women's Athletic Footwear,38,51,1938,Online,Adidas
West Gear,2021-03-19,South,Oklahoma,Women's Athletic Footwear,16,39,624,Outlet,Adidas
Kohl's,2021-08-07,Northeast,New Jersey,Men's Apparel,46,46,2116,Online,Adidas
Foot Locker,2021-08-07,Northeast,Rhode Island,Men's Apparel,37,40,1480,Outlet,Adidas
Sports Direct,2021-07-20,Northeast,Maryland,Men's Apparel,46,51,2346,Online,Adidas
Sports Direct,2021-02-05,Northeast,Connecticut,Women's Athletic Footwear,24,39,936,Outlet,Adidas
Sports Direct,2021-09-03,Northeast,Connecticut,Women's Athletic Footwear,41,46,1886,Online,Adidas
Foot Locker,2021-07-26,Midwest,Illinois,Women's Street Footwear,48,39,1872,Online,Adidas
Foot Locker,2021-11-21,Northeast,Maryland,Men's Athletic Footwear,45,51,2295,Online,Adidas
Foot Locker,2021-09-06,Northeast,Rhode Island,Women's Street Footwear,29,39,1131,Outlet,Adidas
Foot Locker,2021-11-24,Northeast,Pennsylvania,Women's Athletic Footwear,52,39,2028,Online,Adidas
Foot Locker,2021-12-20,Northeast,Maryland,Men's Apparel,54,51,2754,Online,Adidas
Foot Locker,2021-05-06,Northeast,Rhode Island,Men's Apparel,49,46,2254,Online,Adidas
West Gear,2020-03-31,West,Colorado,Men's Apparel,56,39,2184,Online,Adidas
Amazon,2021-10-12,Northeast,Vermont,Women's Athletic Footwear,55,46,2530,Online,Adidas
Kohl's,2021-04-07,Northeast,New Jersey,Men's Athletic Footwear,33,51,1683,Online,Adidas
Foot Locker,2020-10-21,Midwest,Minnesota,Men's Apparel,43,39,1677,Online,Adidas
Amazon,2021-01-21,Northeast,Vermont,Women's Athletic Footwear,43,46,1978,Online,Adidas
Kohl's,2021-04-07,Northeast,New Jersey,Women's Street Footwear,24,51,1224,Online,Adidas
Sports Direct,2021-04-14,Northeast,Massachusetts,Women's Athletic Footwear,23,39,897,Outlet,Adidas
Foot Locker,2021-06-04,Midwest,Nebraska,Women's Street Footwear,29,39,1131,Online,Adidas
Foot Locker,2021-10-19,Northeast,New Hampshire,Men's Apparel,71,46,3266,Online,Adidas
Kohl's,2021-09-06,Northeast,New Jersey,Women's Street Footwear,39,51,1989,Online,Adidas
Foot Locker,2021-06-13,Midwest,Nebraska,Women's Apparel,34,39,1326,Online,Adidas
Sports Direct,2021-09-13,Northeast,Massachusetts,Women's Athletic Footwear,34,39,1326,Outlet,Adidas
Foot Locker,2021-11-10,Northeast,Pennsylvania,Men's Athletic Footwear,45,45,2025,Online,Adidas
Foot Locker,2021-06-23,Midwest,Nebraska,Women's Athletic Footwear,27,39,1053,Online,Adidas
Amazon,2021-03-10,Northeast,Vermont,Women's Athletic Footwear,30,39,1170,Outlet,Adidas
Sports Direct,2021-09-03,Northeast,Connecticut,Men's Apparel,50,51,2550,Online,Adidas
Foot Locker,2021-11-25,Northeast,Pennsylvania,Men's Apparel,60,45,2700,Online,Adidas
Foot Locker,2021-07-13,Midwest,Nebraska,Women's Apparel,34,39,1326,Online,Adidas
Foot Locker,2021-06-16,Midwest,Illinois,Men's Apparel,56,38,2128,Online,Adidas
Foot Locker,2020-11-19,Midwest,Minnesota,Women's Athletic Footwear,32,45,1440,Online,Adidas
Foot Locker,2021-03-06,Northeast,Rhode Island,Women's Street Footwear,23,51,1173,Online,Adidas
Foot Locker,2021-07-30,Midwest,Nebraska,Men's Apparel,45,39,1755,Online,Adidas
Foot Locker,2021-11-04,Northeast,Pennsylvania,Men's Athletic Footwear,47,38,1786,Online,Adidas
Foot Locker,2021-03-06,Northeast,Rhode Island,Women's Apparel,32,51,1632,Online,Adidas
West Gear,2021-03-16,South,Louisiana,Men's Apparel,56,39,2184,Online,Adidas
Foot Locker,2021-11-11,Northeast,Pennsylvania,Women's Street Footwear,38,38,1444,Online,Adidas
Sports Direct,2021-08-14,Northeast,Massachusetts,Women's Athletic Footwear,42,51,2142,Online,Adidas
Foot Locker,2020-11-20,Midwest,Minnesota,Men's Apparel,49,45,2205,Online,Adidas
Amazon,2021-10-12,Northeast,Vermont,Men's Apparel,66,51,3366,Online,Adidas
Foot Locker,2021-04-23,West,Arizona,Men's Apparel,50,39,1950,Online,Adidas
Foot Locker,2020-10-24,Midwest,Minnesota,Men's Athletic Footwear,34,38,1292,Online,Adidas
Foot Locker,2020-12-19,Midwest,Minnesota,Women's Athletic Footwear,38,45,1710,Online,Adidas
Foot Locker,2021-11-10,Northeast,Pennsylvania,Men's Athletic Footwear,37,51,1887,Outlet,Adidas
Foot Locker,2020-11-12,Midwest,Minnesota,Women's Street Footwear,37,38,1406,Online,Adidas
Foot Locker,2021-06-21,Midwest,Nebraska,Men's Athletic Footwear,32,45,1440,Online,Adidas
Foot Locker,2021-11-11,Northeast,Pennsylvania,Women's Street Footwear,27,51,1377,Outlet,Adidas
Foot Locker,2020-12-18,Midwest,Minnesota,Women's Street Footwear,36,38,1368,Online,Adidas
Amazon,2021-10-19,Northeast,Maine,Men's Athletic Footwear,38,45,1710,Online,Adidas
Foot Locker,2021-02-23,West,Arizona,Men's Apparel,36,51,1836,Outlet,Adidas
Foot Locker,2021-05-28,Midwest,Nebraska,Men's Athletic Footwear,33,38,1254,Online,Adidas
Amazon,2021-10-22,Northeast,Maine,Men's Apparel,46,45,2070,Online,Adidas
Foot Locker,2021-05-06,Northeast,Rhode Island,Women's Athletic Footwear,27,51,1377,Outlet,Adidas
Foot Locker,2021-06-07,Midwest,Nebraska,Women's Apparel,37,38,1406,Online,Adidas
Foot Locker,2021-01-24,West,Wyoming,Men's Apparel,42,45,1890,Online,Adidas
Sports Direct,2021-04-14,Northeast,Massachusetts,Men's Athletic Footwear,28,51,1428,Outlet,Adidas
Foot Locker,2021-07-05,Midwest,Nebraska,Women's Athletic Footwear,29,38,1102,Online,Adidas
West Gear,2021-04-20,South,Oklahoma,Women's Athletic Footwear,18,45,810,Online,Adidas
Sports Direct,2021-04-14,Northeast,Massachusetts,Women's Street Footwear,22,51,1122,Outlet,Adidas
Foot Locker,2021-07-19,Midwest,Nebraska,Women's Apparel,44,38,1672,Online,Adidas
Foot Locker,2021-04-12,Midwest,South Dakota,Women's Street Footwear,29,45,1305,Online,Adidas
Sports Direct,2021-08-14,Northeast,Massachusetts,Men's Apparel,40,51,2040,Outlet,Adidas
Foot Locker,2021-07-29,Midwest,Nebraska,Women's Athletic Footwear,38,38,1444,Online,Adidas
Sports Direct,2021-11-12,Midwest,South Dakota,Men's Apparel,59,45,2655,Online,Adidas
Amazon,2021-12-29,Northeast,Maine,Women's Street Footwear,41,38,1558,Online,Adidas
Foot Locker,2021-02-06,Midwest,North Dakota,Men's Athletic Footwear,28,45,1260,Online,Adidas
Foot Locker,2021-02-10,West,Hawaii,Men's Apparel,47,38,1786,Online,Adidas
Foot Locker,2021-09-07,Midwest,Iowa,Men's Apparel,34,45,1530,Online,Adidas
Foot Locker,2021-02-24,Southeast,Virginia,Men's Apparel,42,38,1596,Online,Adidas
West Gear,2021-01-03,Midwest,Iowa,Men's Apparel,38,45,1710,Online,Adidas
West Gear,2021-02-24,West,Oregon,Men's Apparel,42,38,1596,Online,Adidas
Foot Locker,2021-11-19,Northeast,Pennsylvania,Men's Apparel,59,31,1829,Online,Adidas
West Gear,2021-04-10,Midwest,Indiana,Men's Apparel,61,45,2745,Online,Adidas
Amazon,2021-05-23,Southeast,Kentucky,Women's Athletic Footwear,38,38,1444,Online,Adidas
Foot Locker,2020-12-07,Midwest,Minnesota,Women's Athletic Footwear,24,31,744,Online,Adidas
Kohl's,2021-04-13,Midwest,Kansas,Men's Apparel,39,38,1482,Online,Adidas
Foot Locker,2021-05-31,Midwest,Nebraska,Men's Apparel,41,31,1271,Online,Adidas
Foot Locker,2021-05-13,Midwest,South Dakota,Men's Apparel,51,38,1938,Online,Adidas
Amazon,2021-10-19,Northeast,Maine,Women's Street Footwear,52,31,1612,Online,Adidas
Foot Locker,2021-10-12,Midwest,South Dakota,Men's Apparel,54,38,2052,Online,Adidas
Foot Locker,2021-03-22,West,Arizona,Men's Apparel,54,31,1674,Online,Adidas
Foot Locker,2021-02-06,Midwest,Iowa,Men's Apparel,38,38,1444,Online,Adidas
Foot Locker,2021-03-11,Midwest,South Dakota,Men's Apparel,47,31,1457,Online,Adidas
Foot Locker,2021-09-07,Midwest,Iowa,Women's Athletic Footwear,23,38,874,Online,Adidas
Foot Locker,2021-01-24,Northeast,New Hampshire,Women's Athletic Footwear,33,51,1683,Outlet,Adidas
Sports Direct,2021-05-10,Midwest,North Dakota,Men's Apparel,46,31,1426,Online,Adidas
Foot Locker,2021-10-06,Midwest,Iowa,Men's Apparel,42,38,1596,Online,Adidas
Foot Locker,2021-04-07,Northeast,Rhode Island,Men's Apparel,44,15,660,Online,Adidas
Foot Locker,2021-10-31,Northeast,Pennsylvania,Women's Athletic Footwear,40,50,2000,Outlet,Adidas
Foot Locker,2021-10-06,Midwest,Iowa,Women's Athletic Footwear,34,31,1054,Online,Adidas
West Gear,2021-02-03,Midwest,Wisconsin,Men's Apparel,38,38,1444,Online,Adidas
Foot Locker,2020-11-08,Midwest,Minnesota,Men's Apparel,50,50,2500,In-store,Adidas
West Gear,2021-03-09,Midwest,Indiana,Women's Athletic Footwear,19,31,589,Online,Adidas
West Gear,2021-05-04,Midwest,Wisconsin,Women's Athletic Footwear,32,38,1216,Online,Adidas
Foot Locker,2020-11-13,Midwest,Minnesota,Women's Athletic Footwear,40,50,2000,In-store,Adidas
West Gear,2021-02-22,Northeast,Maryland,Men's Apparel,41,31,1271,Online,Adidas
West Gear,2021-10-10,Midwest,Indiana,Women's Street Footwear,32,38,1216,Online,Adidas
Foot Locker,2021-05-30,Midwest,Nebraska,Women's Athletic Footwear,30,50,1500,Outlet,Adidas
West Gear,2021-10-10,Midwest,Indiana,Men's Apparel,41,38,1558,Online,Adidas
Foot Locker,2021-06-06,Midwest,Nebraska,Men's Apparel,50,50,2500,Outlet,Adidas
West Gear,2021-04-21,Northeast,Maryland,Men's Athletic Footwear,32,31,992,Online,Adidas
Foot Locker,2021-06-18,Midwest,Nebraska,Men's Apparel,50,50,2500,Outlet,Adidas
Foot Locker,2021-11-21,Northeast,Maryland,Men's Apparel,56,31,1736,Online,Adidas
Foot Locker,2021-03-13,Northeast,Delaware,Women's Athletic Footwear,32,31,992,Online,Adidas
Foot Locker,2021-07-16,Midwest,Nebraska,Women's Street Footwear,30,50,1500,Outlet,Adidas
Kohl's,2021-10-08,Northeast,New Jersey,Women's Athletic Footwear,48,31,1488,Online,Adidas
Amazon,2021-10-27,Northeast,Maine,Women's Athletic Footwear,35,50,1750,Outlet,Adidas
Foot Locker,2021-08-07,Northeast,Rhode Island,Men's Apparel,45,31,1395,Online,Adidas
West Gear,2021-02-22,Northeast,Maryland,Women's Athletic Footwear,30,50,1500,In-store,Adidas
Sports Direct,2021-03-13,Northeast,Massachusetts,Men's Apparel,36,31,1116,Outlet,Adidas
Foot Locker,2021-04-07,Northeast,Rhode Island,Men's Apparel,33,15,495,Outlet,Adidas
West Gear,2021-04-21,Northeast,Maryland,Women's Athletic Footwear,30,50,1500,In-store,Adidas
Foot Locker,2021-06-16,Midwest,Nebraska,Women's Street Footwear,32,30,960,Online,Adidas
Foot Locker,2020-11-08,Midwest,Minnesota,Men's Apparel,47,14,658,Online,Adidas
Foot Locker,2021-03-23,Southeast,Virginia,Men's Apparel,51,30,1530,Online,Adidas
West Gear,2021-04-21,Northeast,Maryland,Men's Apparel,45,50,2250,In-store,Adidas
Foot Locker,2021-05-30,Midwest,Nebraska,Women's Athletic Footwear,29,14,406,Online,Adidas
Foot Locker,2021-07-16,Midwest,Nebraska,Women's Street Footwear,29,14,406,Online,Adidas
West Gear,2021-02-22,Northeast,West Virginia,Men's Athletic Footwear,34,38,1292,Online,Adidas
West Gear,2021-02-22,Northeast,Maryland,Women's Athletic Footwear,28,14,392,Online,Adidas
West Gear,2021-05-20,Northeast,Maryland,Women's Street Footwear,36,38,1368,Online,Adidas
Foot Locker,2021-10-31,Northeast,Pennsylvania,Women's Athletic Footwear,39,13,507,Online,Adidas
Sports Direct,2021-02-09,Midwest,North Dakota,Women's Athletic Footwear,29,30,870,Online,Adidas
Sports Direct,2021-08-21,Northeast,Maryland,Men's Apparel,47,38,1786,Online,Adidas
Foot Locker,2020-11-13,Midwest,Minnesota,Women's Athletic Footwear,36,13,468,Online,Adidas
Sports Direct,2021-04-09,Midwest,North Dakota,Men's Apparel,58,30,1740,Online,Adidas
Kohl's,2021-01-10,Northeast,Delaware,Women's Athletic Footwear,27,38,1026,Online,Adidas
Foot Locker,2021-06-06,Midwest,Nebraska,Men's Apparel,45,13,585,Online,Adidas
West Gear,2021-05-20,Northeast,Maryland,Women's Athletic Footwear,37,30,1110,Online,Adidas
